img_path,local_id,label
train_and_test/test/Accessories/24seven/12.jpg,3,24seven
train_and_test/test/Accessories/24seven/13.jpg,3,24seven
train_and_test/test/Accessories/24seven/15.jpg,3,24seven
train_and_test/test/Accessories/24seven/24.jpg,3,24seven
train_and_test/test/Accessories/24seven/28.jpg,3,24seven
train_and_test/test/Accessories/24seven/36.jpg,3,24seven
train_and_test/test/Accessories/24seven/37.jpg,3,24seven
train_and_test/test/Accessories/24seven/38.jpg,3,24seven
train_and_test/test/Accessories/24seven/39.jpg,3,24seven
train_and_test/test/Accessories/24seven/45.jpg,3,24seven
train_and_test/test/Accessories/24seven/54.jpg,3,24seven
train_and_test/test/Accessories/24seven/57.jpg,3,24seven
train_and_test/test/Accessories/24seven/58.jpg,3,24seven
train_and_test/test/Accessories/24seven/66.jpg,3,24seven
train_and_test/test/Accessories/24seven/69.jpg,3,24seven
train_and_test/test/Accessories/Ace/1.jpg,34,Ace
train_and_test/test/Accessories/Ace/13.jpg,34,Ace
train_and_test/test/Accessories/Ace/20.jpg,34,Ace
train_and_test/test/Accessories/Ace/21.jpg,34,Ace
train_and_test/test/Accessories/Ace/3.jpg,34,Ace
train_and_test/test/Accessories/Ace/30.jpg,34,Ace
train_and_test/test/Accessories/Ace/35.jpg,34,Ace
train_and_test/test/Accessories/Ace/38.jpg,34,Ace
train_and_test/test/Accessories/Ace/39.jpg,34,Ace
train_and_test/test/Accessories/Ace/40.jpg,34,Ace
train_and_test/test/Accessories/Ace/46.jpg,34,Ace
train_and_test/test/Accessories/Ace/51.jpg,34,Ace
train_and_test/test/Accessories/Ace/53.jpg,34,Ace
train_and_test/test/Accessories/Ace/58.jpg,34,Ace
train_and_test/test/Accessories/Ace/60.jpg,34,Ace
train_and_test/test/Accessories/Ace/66.jpg,34,Ace
train_and_test/test/Accessories/Ace/68.jpg,34,Ace
train_and_test/test/Accessories/Ace/7.jpg,34,Ace
train_and_test/test/Accessories/Ace/75.jpg,34,Ace
train_and_test/test/Accessories/Ace/78.jpg,34,Ace
train_and_test/test/Accessories/Ace/86.jpg,34,Ace
train_and_test/test/Accessories/aceh/1.jpg,2287,aceh
train_and_test/test/Accessories/aceh/10.jpg,2287,aceh
train_and_test/test/Accessories/aceh/13.jpg,2287,aceh
train_and_test/test/Accessories/aceh/16.jpg,2287,aceh
train_and_test/test/Accessories/aceh/21.jpg,2287,aceh
train_and_test/test/Accessories/aceh/22.jpg,2287,aceh
train_and_test/test/Accessories/aceh/31.jpg,2287,aceh
train_and_test/test/Accessories/aceh/32.jpg,2287,aceh
train_and_test/test/Accessories/aceh/33.jpg,2287,aceh
train_and_test/test/Accessories/aceh/37.jpg,2287,aceh
train_and_test/test/Accessories/aceh/43.jpg,2287,aceh
train_and_test/test/Accessories/aceh/44.jpg,2287,aceh
train_and_test/test/Accessories/aceh/49.jpg,2287,aceh
train_and_test/test/Accessories/aceh/52.jpg,2287,aceh
train_and_test/test/Accessories/aceh/54.jpg,2287,aceh
train_and_test/test/Accessories/aceh/56.jpg,2287,aceh
train_and_test/test/Accessories/aceh/57.jpg,2287,aceh
train_and_test/test/Accessories/aceh/61.jpg,2287,aceh
train_and_test/test/Accessories/aceh/63.jpg,2287,aceh
train_and_test/test/Accessories/aceh/64.jpg,2287,aceh
train_and_test/test/Accessories/aceh/8.jpg,2287,aceh
train_and_test/test/Accessories/aceh/9.jpg,2287,aceh
train_and_test/test/Accessories/Admiral/1.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/11.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/14.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/15.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/16.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/19.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/2.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/25.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/28.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/34.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/36.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/39.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/41.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/46.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/49.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/52.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/59.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/6.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/64.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/65.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/66.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/72.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/73.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/75.jpg,46,Admiral
train_and_test/test/Accessories/Admiral/8.jpg,46,Admiral
train_and_test/test/Accessories/Aetrex/12.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/22.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/23.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/24.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/25.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/29.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/32.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/4.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/41.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/5.jpg,49,Aetrex
train_and_test/test/Accessories/Aetrex/8.jpg,49,Aetrex
train_and_test/test/Accessories/Agio/10.jpg,52,Agio
train_and_test/test/Accessories/Agio/22.jpg,52,Agio
train_and_test/test/Accessories/Agio/27.jpg,52,Agio
train_and_test/test/Accessories/Agio/28.jpg,52,Agio
train_and_test/test/Accessories/Agio/3.jpg,52,Agio
train_and_test/test/Accessories/Agio/4.jpg,52,Agio
train_and_test/test/Accessories/Agio/44.jpg,52,Agio
train_and_test/test/Accessories/Agio/45.jpg,52,Agio
train_and_test/test/Accessories/Agio/49.jpg,52,Agio
train_and_test/test/Accessories/Agio/55.jpg,52,Agio
train_and_test/test/Accessories/Agio/57.jpg,52,Agio
train_and_test/test/Accessories/Agio/7.jpg,52,Agio
train_and_test/test/Accessories/Aim/1.jpg,55,Aim
train_and_test/test/Accessories/Aim/11.jpg,55,Aim
train_and_test/test/Accessories/Aim/12.jpg,55,Aim
train_and_test/test/Accessories/Aim/2.jpg,55,Aim
train_and_test/test/Accessories/Aim/22.jpg,55,Aim
train_and_test/test/Accessories/Aim/24.jpg,55,Aim
train_and_test/test/Accessories/Aim/28.jpg,55,Aim
train_and_test/test/Accessories/Aim/3.jpg,55,Aim
