img_path,local_id,bbox,label
classes/jpg/google/462663740.jpg,16,"[315, 187, 710, 361]",google
classes/jpg/google/2555224827.jpg,16,"[207, 249, 509, 376]",google
classes/jpg/google/2969981253.jpg,16,"[442, 174, 644, 251]",google
classes/jpg/google/5182026221.jpg,16,"[321, 227, 590, 334]",google
classes/jpg/google/2297499608.jpg,16,"[15, 199, 1018, 559]",google
classes/jpg/google/3447302529.jpg,16,"[400, 233, 595, 362]",google
classes/jpg/google/2512943828.jpg,16,"[512, 1, 927, 219]",google
classes/jpg/google/2909158596.jpg,16,"[136, 76, 556, 217]",google
classes/jpg/google/4259857472.jpg,16,"[487, 202, 892, 344]",google
classes/jpg/google/2240784196.jpg,16,"[296, 336, 769, 524]",google
classes/jpg/google/4947816272.jpg,16,"[25, 76, 1023, 442]",google
classes/jpg/google/4745481050.jpg,16,"[518, 202, 729, 323]",google
classes/jpg/google/1202702531.jpg,16,"[182, 130, 777, 354]",google
classes/jpg/google/4645103207.jpg,16,"[367, 263, 681, 379]",google
classes/jpg/google/2306053181.jpg,16,"[7, 225, 559, 445]",google
classes/jpg/google/4979383634.jpg,16,"[281, 225, 751, 398]",google
classes/jpg/google/4744843995.jpg,16,"[275, 129, 793, 226]",google
classes/jpg/google/2627078723.jpg,16,"[32, 24, 960, 348]",google
classes/jpg/google/1140517362.jpg,16,"[1, 31, 1001, 388]",google
classes/jpg/google/2886277494.jpg,16,"[647, 362, 1023, 546]",google
classes/jpg/google/2423720194.jpg,16,"[227, 14, 707, 211]",google
classes/jpg/google/2496235178.jpg,16,"[284, 356, 765, 532]",google
classes/jpg/google/3437608166.jpg,16,"[436, 199, 678, 289]",google
classes/jpg/google/4493513795.jpg,16,"[288, 253, 723, 407]",google
classes/jpg/google/2213129757.jpg,16,"[301, 72, 1022, 448]",google
classes/jpg/google/321106127.jpg,16,"[461, 354, 980, 557]",google
classes/jpg/google/3209785996.jpg,16,"[356, 221, 537, 291]",google
classes/jpg/google/2646599966.jpg,16,"[177, 158, 830, 500]",google
classes/jpg/google/3342536021.jpg,16,"[414, 137, 586, 204]",google
classes/jpg/google/4802593894.jpg,16,"[315, 228, 746, 387]",google
classes/jpg/google/314765109.jpg,16,"[205, 363, 652, 559]",google
classes/jpg/google/4978773789.jpg,16,"[269, 230, 759, 397]",google
classes/jpg/google/2124187021.jpg,16,"[398, 269, 814, 428]",google
classes/jpg/google/4334281199.jpg,16,"[456, 193, 891, 408]",google
classes/jpg/google/261011941.jpg,16,"[54, 1, 1023, 415]",google
classes/jpg/google/2325670467.jpg,16,"[51, 198, 943, 540]",google
classes/jpg/google/3002598824.jpg,16,"[39, 18, 961, 347]",google
classes/jpg/google/3696987550.jpg,16,"[440, 383, 710, 484]",google
classes/jpg/google/4231839428.jpg,16,"[577, 268, 873, 496]",google
classes/jpg/google/343855903.jpg,16,"[176, 104, 862, 517]",google
classes/jpg/google/4723524129.jpg,16,"[119, 349, 910, 629]",google
classes/jpg/google/4971211126.jpg,16,"[245, 42, 548, 159]",google
classes/jpg/google/2538663225.jpg,16,"[381, 305, 672, 512]",google
classes/jpg/google/3900742441.jpg,16,"[179, 18, 498, 237]",google
classes/jpg/google/2729015448.jpg,16,"[78, 76, 942, 401]",google
classes/jpg/google/4946956773.jpg,16,"[2, 26, 1006, 409]",google
classes/jpg/google/2216448259.jpg,16,"[723, 97, 1006, 275]",google
classes/jpg/google/2364348232.jpg,16,"[234, 378, 530, 489]",google
classes/jpg/google/4498090228.jpg,16,"[116, 623, 605, 806]",google
classes/jpg/google/3430815990.jpg,16,"[684, 244, 790, 337]",google
classes/jpg/google/4901303953.jpg,16,"[1, 43, 450, 210]",google
classes/jpg/google/1672560417.jpg,16,"[172, 355, 738, 513]",google
classes/jpg/google/762318751.jpg,16,"[31, 293, 726, 611]",google
classes/jpg/google/343862498.jpg,16,"[132, 73, 861, 403]",google
classes/jpg/google/2727802511.jpg,16,"[68, 72, 922, 383]",google
classes/jpg/google/3120558171.jpg,16,"[200, 426, 368, 491]",google
classes/jpg/google/4766641185.jpg,16,"[91, 60, 922, 358]",google
classes/jpg/google/4210101653.jpg,16,"[690, 251, 868, 324]",google
classes/jpg/google/500095568.jpg,16,"[11, 25, 996, 400]",google
classes/jpg/google/4485663646.jpg,16,"[2, 40, 994, 400]",google
classes/jpg/google/2359495755.jpg,16,"[73, 228, 1021, 555]",google
classes/jpg/google/2872388481.jpg,16,"[1, 311, 846, 485]",google
classes/jpg/google/3357752292.jpg,16,"[384, 804, 651, 909]",google
classes/jpg/google/2678641077.jpg,16,"[189, 212, 626, 405]",google
classes/jpg/google/2422896539.jpg,16,"[127, 50, 642, 328]",google
classes/jpg/google/2969983473.jpg,16,"[446, 177, 636, 252]",google
classes/jpg/google/5182026885.jpg,16,"[287, 256, 616, 384]",google
classes/jpg/google/719305965.jpg,16,"[1, 48, 1006, 402]",google
classes/jpg/google/3542139298.jpg,16,"[546, 205, 800, 294]",google
classes/jpg/google/2397634372.jpg,16,"[84, 439, 357, 701]",google
classes/jpg/apple/3008903118.jpg,2,"[172, 106, 271, 227]",apple
classes/jpg/apple/346115613.jpg,2,"[208, 137, 276, 215]",apple
classes/jpg/apple/4748791597.jpg,2,"[363, 199, 449, 293]",apple
classes/jpg/apple/3842877539.jpg,2,"[146, 63, 348, 170]",apple
classes/jpg/apple/4210959447.jpg,2,"[108, 136, 198, 228]",apple
classes/jpg/apple/4704403362.jpg,2,"[450, 463, 499, 512]",apple
classes/jpg/apple/821835888.jpg,2,"[52, 334, 114, 422]",apple
classes/jpg/apple/5130613625.jpg,2,"[458, 274, 548, 369]",apple
classes/jpg/apple/4363270274.jpg,2,"[189, 52, 341, 299]",apple
classes/jpg/apple/3766774652.jpg,2,"[162, 63, 326, 256]",apple
classes/jpg/apple/4758676577.jpg,2,"[30, 95, 182, 276]",apple
classes/jpg/apple/4116207426.jpg,2,"[125, 232, 274, 373]",apple
classes/jpg/apple/2684065069.jpg,2,"[169, 69, 334, 272]",apple
classes/jpg/apple/5130612921.jpg,2,"[229, 334, 299, 416]",apple
classes/jpg/apple/452945592.jpg,2,"[356, 163, 471, 268]",apple
classes/jpg/apple/2560573900.jpg,2,"[283, 144, 373, 264]",apple
classes/jpg/apple/3166488848.jpg,2,"[194, 6, 381, 278]",apple
classes/jpg/apple/5145711689.jpg,2,"[451, 341, 568, 474]",apple
classes/jpg/apple/3740267402.jpg,2,"[13, 6, 102, 114]",apple
classes/jpg/apple/4211723024.jpg,2,"[111, 167, 216, 294]",apple
